,0
2024-08-16,107.73464327548417
2024-08-23,-26.71082031552573
2024-08-30,87.28346675944087
2024-09-06,-384.3817957394435
2024-09-13,157.60680262507708
2024-09-20,-38.165802851580814
2024-09-27,-130.04590311872306
2024-10-04,-15.093861956852365
2024-10-11,-22.152753269042467
2024-10-18,169.66775620874756
2024-10-25,-35.49599864620814
2024-11-01,-88.21509184168275
2024-11-08,488.1359814466111
2024-11-15,55.547110111806624
2024-11-22,167.49356513655087
2024-11-29,-80.85401238905759
2024-12-06,66.0251711298076
2024-12-13,-133.11239907465654
2024-12-20,105.20231144395896
2024-12-27,31.766111725419947
2025-01-03,295.4615113148524
2025-01-10,75.03367052343296
2025-01-17,390.1610541223679
2025-01-24,-165.2485775185968
2025-01-31,-150.31411712353793
2025-02-07,149.1766883916425
2025-02-14,75.83647069596856
2025-02-21,-22.385493015359906
2025-02-28,-93.84397857518337
2025-03-07,-107.0672897286145
2025-03-14,257.59429468041685
2025-03-21,202.4541011391304
2025-03-28,-1.4671637545431295
2025-04-04,-1047.1911665464731
2025-04-11,36.61106439978699
2025-04-17,195.46362900878387
2025-04-25,65.04231748413613
2025-05-02,37.23621387717653
2025-05-09,-96.404977394411
2025-05-16,330.4240417378114
2025-05-23,-226.6832094484468
2025-05-30,51.67075013928506
2025-06-06,-48.77126004173168
2025-06-13,421.30431243296744
2025-06-20,25.497205333648036
2025-06-27,-210.56031628857545
2025-07-04,0.0
2025-07-11,0.0
2025-07-18,-255.36686241749476
2025-07-25,-205.44806339423047
2025-08-01,-169.10441104649266
2025-08-08,-93.37908101498304
2025-08-15,24.31763892555014
