start,end,stock,side,alloc,entry,exit,return,pnl
2020-08-21,2020-08-28,APA,short,349.62090251428333,12.596354484558105,13.294187545776367,-0.05249159144290594,-18.352157574679808
2020-08-21,2020-08-28,CTRA,long,1500.0,15.105528831481934,14.664434432983398,-0.029200857740196096,-43.80128661029414
2020-08-21,2020-08-28,DK,long,1499.9999999999986,13.498291015625,14.971302032470703,0.10912574155799537,163.68861233699292
2020-08-21,2020-08-28,DVN,short,874.9999999999994,8.007244110107422,8.513449668884277,-0.05945951153349516,-52.02707259180823
2020-08-21,2020-08-28,ENB,long,879.9598565961339,24.21122169494629,24.026737213134766,-0.007619792348191656,-6.705111382007049
2020-08-21,2020-08-28,ET,long,1500.0,4.426467418670654,4.393185615539551,-0.007518818051325149,-11.278227076987724
2020-08-21,2020-08-28,FANG,short,699.042492789153,31.592496871948242,32.34182357788086,-0.023168968939806356,-16.196093803036696
2020-08-21,2020-08-28,HAL,short,874.9999999999997,14.505929946899414,14.994377136230469,-0.03257535707507542,-28.50343744069098
2020-08-21,2020-08-28,SLB,short,701.336604696565,16.74374771118164,17.500736236572266,-0.04325466741271744,-30.336081580514403
2020-08-21,2020-08-28,TTE,long,1120.0401434038642,28.13604736328125,29.32489776611328,0.04225363952093475,47.32577246836294
2020-08-28,2020-09-04,APA,long,240.74074074074073,13.294187545776367,12.896686553955078,-0.02990035987175288,-7.198234783940507
2020-08-28,2020-09-04,BKR,long,240.74074074074073,12.936546325683594,12.700542449951172,-0.018243190244978336,-4.39187913305034
2020-08-28,2020-09-04,BP,long,240.74074074074073,16.540525436401367,15.890666007995605,-0.03928892288848285,-9.458444399079204
2020-08-28,2020-09-04,COP,long,240.74074074074073,32.22456741333008,30.108732223510742,-0.06565907193354892,-15.806813613632146
2020-08-28,2020-09-04,CTRA,long,240.74074074074073,14.664434432983398,14.184643745422363,-0.03271798102775003,-7.876550988162045
2020-08-28,2020-09-04,CVX,long,240.74074074074073,69.76266479492188,66.74828338623047,-0.04320909210610924,-10.402188840359631
2020-08-28,2020-09-04,DK,long,240.74074074074073,14.971302032470703,12.757479667663574,-0.14787106425384056,-35.59858954259124
2020-08-28,2020-09-04,DVN,long,240.74074074074073,8.513449668884277,8.091612815856934,-0.04954946225489665,-11.928574246549193
2020-08-28,2020-09-04,ENB,long,240.74074074074073,24.026737213134766,23.303571701049805,-0.030098365236609248,-7.24590274214667
2020-08-28,2020-09-04,EOG,long,240.74074074074073,36.289241790771484,33.87833023071289,-0.06643598601367584,-15.993848484773814
2020-08-28,2020-09-04,ET,long,240.74074074074073,4.393185615539551,4.160213947296143,-0.05303023560382747,-12.766538200921428
2020-08-28,2020-09-04,FANG,long,240.74074074074073,32.34182357788086,28.627424240112305,-0.11484817264011349,-27.648634154101394
2020-08-28,2020-09-04,FTI,long,240.74074074074073,5.710977077484131,5.718297958374023,0.001281896388405368,0.30860468609758857
2020-08-28,2020-09-04,HAL,long,240.74074074074073,14.994377136230469,14.777425765991211,-0.014468848440195914,-3.4832412911582753
2020-08-28,2020-09-04,HES,long,240.74074074074073,43.83155822753906,44.02764892578125,0.004473733222630116,1.0770098498924354
2020-08-28,2020-09-04,KMI,long,240.74074074074073,10.484200477600098,9.99621868133545,-0.04654449305001751,-11.205155734263474
2020-08-28,2020-09-04,MPC,long,240.74074074074073,32.41810607910156,29.402671813964844,-0.09301697815964116,-22.392976223617318
2020-08-28,2020-09-04,NOV,long,240.74074074074073,11.480273246765137,11.321859359741211,-0.013798790640158543,-3.3219310800381674
2020-08-28,2020-09-04,OKE,long,240.74074074074073,20.65382194519043,19.68291473388672,-0.04700859791859502,-11.316884684106208
2020-08-28,2020-09-04,PBF,long,240.74074074074073,8.538969993591309,7.60444974899292,-0.10944179980720947,-26.347099953587463
2020-08-28,2020-09-04,PSX,long,240.74074074074073,50.97026443481445,48.65230178833008,-0.04547676321061278,-10.948109661814188
2020-08-28,2020-09-04,SHEL,long,240.74074074074073,25.02178955078125,23.96091079711914,-0.042398196640135444,-10.206973265217792
2020-08-28,2020-09-04,SLB,long,240.74074074074073,17.500736236572266,17.516786575317383,0.0009171236300091756,0.22078902203924597
2020-08-28,2020-09-04,TTE,long,240.74074074074073,29.32489776611328,28.715797424316406,-0.020770757554037456,-5.000367559305313
2020-08-28,2020-09-04,VLO,long,240.74074074074073,45.224143981933594,42.20042037963867,-0.06686082556925466,-16.096124674079825
2020-08-28,2020-09-04,WMB,long,240.74074074074073,16.135366439819336,15.844364166259766,-0.018035058245806312,-4.341773281397816
2020-08-28,2020-09-04,XOM,long,240.74074074074073,32.75691604614258,31.4608154296875,-0.03956723565275022,-9.525445620106535
2020-09-04,2020-09-11,APA,short,327.3475353138583,12.896686553955078,10.502851486206055,0.2279223952555145,74.60983432972371
2020-09-04,2020-09-11,CTRA,long,1500.0,14.184643745422363,14.114997863769531,-0.004909949301709293,-7.36492395256394
2020-09-04,2020-09-11,DK,long,1499.9999999999998,12.757479667663574,10.388604164123535,-0.18568522664742593,-278.52783997113886
2020-09-04,2020-09-11,DVN,short,875.0000000000006,8.091612815856934,6.966177463531494,0.16155708897988674,141.362452857401
2020-09-04,2020-09-11,ENB,long,805.3552045619563,23.303571701049805,23.015785217285156,-0.012349458162745242,-9.945700404887015
2020-09-04,2020-09-11,ET,long,1499.9999999999952,4.160213947296143,3.900616407394409,-0.062400045572284624,-93.60006835842664
2020-09-04,2020-09-11,FANG,short,574.3438166542924,28.627424240112305,23.86558723449707,0.19952733443458404,114.59729078601642
2020-09-04,2020-09-11,FTI,short,7.408974598555392e-12,5.718297958374023,4.971478462219238,0.15022080490345902,1.1129821277042731e-12
2020-09-04,2020-09-11,HAL,short,874.9999999999998,14.777425765991211,13.187860488891602,0.12053246077622148,105.46590317919377
2020-09-04,2020-09-11,OKE,short,429.053208195838,19.68291473388672,19.37398910522461,0.015945380529753805,6.841416672194321
2020-09-04,2020-09-11,SLB,short,419.25543983600767,17.516786575317383,16.210514068603516,0.08058180642425472,33.78436069518094
2020-09-04,2020-09-11,TTE,long,1194.644795438049,28.715797424316406,28.246122360229492,-0.016355981940769482,-19.53958869981898
2020-09-04,2020-09-11,VLO,long,1.0495247729746415e-12,42.20042037963867,38.220947265625,-0.09429937138573463,-9.896952634526454e-14
2020-09-11,2020-09-18,APA,short,268.4199141106868,10.502851486206055,11.174182891845703,-0.060078791634021744,-16.126344090277968
2020-09-11,2020-09-18,CTRA,long,1500.0,14.114997863769531,15.004925727844238,0.06304838815165392,94.57258222748088
2020-09-11,2020-09-18,DK,long,1500.0,10.388604164123535,10.233548164367676,-0.014925585507563843,-22.388378261345764
2020-09-11,2020-09-18,DVN,short,875.0,6.966177463531494,7.595228672027588,-0.08282189196130751,-72.46915546614407
2020-09-11,2020-09-18,ENB,long,997.4433044270829,23.015785217285156,22.506614685058594,-0.022122666136290214,-22.066105213718437
2020-09-11,2020-09-18,ET,long,1500.0,3.900616407394409,3.9938056468963623,0.02389090076258049,35.836351143870736
2020-09-11,2020-09-18,FANG,short,875.0,23.86558723449707,27.2093505859375,-0.12289022999205923,-107.52895124305182
2020-09-11,2020-09-18,HAL,short,875.0,13.187860488891602,13.354212760925293,-0.012456913410908155,-10.899799234544636
2020-09-11,2020-09-18,SLB,short,606.5800858893122,16.210514068603516,16.990650177001953,-0.045915612426321806,-27.85149612921865
2020-09-11,2020-09-18,TTE,long,1002.5566955729174,28.246122360229492,26.87381362915039,-0.04858396892776018,-48.70818334603254
2020-09-18,2020-09-25,APA,long,240.74074074074073,11.174182891845703,8.700844764709473,-0.22134398112824294,-53.286513975317746
2020-09-18,2020-09-25,BKR,long,240.74074074074073,13.25996208190918,11.476816177368164,-0.13447594295716692,-32.37383811931796
2020-09-18,2020-09-25,BP,long,240.74074074074073,14.606412887573242,13.817296028137207,-0.05402536991867424,-13.006107573014168
2020-09-18,2020-09-25,COP,long,240.74074074074073,30.117137908935547,28.29515838623047,-0.06049643655430181,-14.563956948257843
2020-09-18,2020-09-25,CTRA,long,240.74074074074073,15.004925727844238,14.022139549255371,-0.06549757035885473,-15.767933604909471
2020-09-18,2020-09-25,CVX,long,240.74074074074073,63.71759796142578,58.51982116699219,-0.08157521565047532,-19.638477841781096
2020-09-18,2020-09-25,DK,long,240.74074074074073,10.233548164367676,9.268771171569824,-0.09427590287375798,-22.696050691830624
2020-09-18,2020-09-25,DVN,long,240.74074074074073,7.595228672027588,6.849685192108154,-0.09815945142839344,-23.630979047576197
2020-09-18,2020-09-25,ENB,long,240.74074074074073,22.506614685058594,22.130277633666992,-0.016721175381450792,-4.025468147386301
2020-09-18,2020-09-25,EOG,long,240.74074074074073,31.970029830932617,29.409914016723633,-0.08007861824801754,-19.27818587452274
2020-09-18,2020-09-25,ET,long,240.74074074074073,3.9938056468963623,3.6543307304382324,-0.08500035967497321,-20.46304955138244
2020-09-18,2020-09-25,FANG,long,240.74074074074073,27.2093505859375,24.0911922454834,-0.11459877848263111,-27.588594819892673
2020-09-18,2020-09-25,FTI,long,240.74074074074073,5.440072536468506,4.436989784240723,-0.1843877531969358,-44.38964428815121
2020-09-18,2020-09-25,HAL,long,240.74074074074073,13.354212760925293,11.431943893432617,-0.14394475375720195,-34.65336664525232
2020-09-18,2020-09-25,HES,long,240.74074074074073,40.404701232910156,38.01911926269531,-0.05904218809745232,-14.213860097534818
2020-09-18,2020-09-25,KMI,long,240.74074074074073,9.6708984375,9.145950317382812,-0.054281215288296436,-13.067699976812104
2020-09-18,2020-09-25,MPC,long,240.74074074074073,28.21397590637207,25.023733139038086,-0.1130731371544651,-27.2213107964453
2020-09-18,2020-09-25,NOV,long,240.74074074074073,10.93980598449707,8.861802101135254,-0.18994887901180157,-45.72843383617445
2020-09-18,2020-09-25,OKE,long,240.74074074074073,20.256633758544922,18.39572525024414,-0.09186662159579151,-22.11603853232018
2020-09-18,2020-09-25,PBF,long,240.74074074074073,6.440876483917236,5.350600719451904,-0.1692744407050396,-40.75125424380583
2020-09-18,2020-09-25,PSX,long,240.74074074074073,49.345218658447266,43.620445251464844,-0.11601475406579065,-27.929477830653305
2020-09-18,2020-09-25,SHEL,long,240.74074074074073,22.36130714416504,21.333581924438477,-0.04595997957993869,-11.064439528503758
2020-09-18,2020-09-25,SLB,long,240.74074074074073,16.990650177001953,14.441596031188965,-0.1500268747374549,-36.117580955313215
2020-09-18,2020-09-25,TTE,long,240.74074074074073,26.87381362915039,24.547624588012695,-0.08655969239194417,-20.8384444647273
2020-09-18,2020-09-25,VLO,long,240.74074074074073,40.132423400878906,36.185909271240234,-0.09833729925096535,-23.673794264121288
2020-09-18,2020-09-25,WMB,long,240.74074074074073,16.19075584411621,15.597458839416504,-0.03664418205128539,-8.821747530865
2020-09-18,2020-09-25,XOM,long,240.74074074074073,29.939294815063477,27.886455535888672,-0.0685667211554345,-16.50680324112312
2020-09-25,2020-10-02,APA,short,488.8209139234183,8.700844764709473,8.603681564331055,0.01129321205717737,5.5203582389204096
2020-09-25,2020-10-02,BP,long,3.654007212608502e-12,13.817296028137207,13.035914421081543,-0.05655097824237665,-2.0663768237771076e-13
