,APA,BKR,BP,COP,CTRA,CVX,DK,DVN,ENB,EOG,ET,FANG,FTI,HAL,HES,KMI,MPC,NOV,OKE,PBF,PSX,SHEL,SLB,TTE,VLO,WMB,XOM
2020-11-20,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
2020-11-27,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
2020-12-04,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
2020-12-11,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
2020-12-18,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
2020-12-24,235.74784293757122,0.0,0.0,0.0,1500.0,-2.6202871815019748e-12,66.61972557266813,0.0,1223.9133245818725,0.0,1500.0,0.0,0.0,-875.0000000000045,0.0,0.0,0.0,0.0,0.0,-874.999999999998,-875.0000000000035,0.0,-875.000000000009,1500.0,-5.022845043971311e-12,473.7191069078883,0.0
2020-12-31,271.01138427770155,0.0,0.0,0.0,1500.0,0.0,444.0432420069193,-373.24995387762795,962.2498941197748,-5.131168496497336e-12,1499.9999999999998,-438.1500961577696,-33.680795643814534,-698.989116201634,0.0,224.93473663617988,0.0,-268.24586848153615,0.0,-875.0000000000039,-436.3559001579994,-1.3451976141040912e-12,-344.7203422452849,988.4010044287793,-31.607927234324478,609.3597385306467,-2.243796136123239e-12
2021-01-08,-511.95060914260813,235.0666243331138,355.5691822400821,52.73484205507652,1500.0,304.2764170936297,-186.47022751388792,-346.429998927656,625.3582942331052,119.0986667854042,453.56299090646314,-416.7393676620954,-201.7362294762108,-364.6057147106961,-4.573326445296672,462.6181593272358,14.799384049996434,-205.8759489930776,-239.76918976358917,-601.082703285121,235.03425466373383,339.8514639630489,-63.66058008058925,491.6605405486296,90.7037321806307,421.80393387088475,440.7554097497935
2021-01-15,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
2021-01-22,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
2021-01-29,-6.949540568065643e-12,0.0,2.6888487306526367e-12,1.2280465514610681e-11,1500.0,3.2270008737489523e-12,925.1054496042867,-874.9999999999942,1264.1516880538038,0.0,805.5558245276574,-874.9999999999964,-2.564665186274018e-12,-717.9322686003474,-24.582995943397457,2.924795161581436e-12,0.0,-469.5607353684945,-2.071333646698668e-12,-5.3532114732155465e-12,0.0,3.526939802005216e-12,-537.9240000877519,1383.966462721782,0.0,621.22057509244,3.1524675228467733e-12
2021-02-05,0.0,0.0,0.0,0.0,1500.0,0.0,1099.876213209055,-875.0000000000026,1499.9999999999986,0.0,1500.0,-874.9999999999989,0.0,-875.000000000001,0.0,0.0,0.0,-265.4360420396109,0.0,3.360704703398932e-12,1.0495441668560183e-12,0.0,-609.5639579603885,900.1237867909392,0.0,0.0,0.0
2021-02-12,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073,240.74074074074073
